bedrooms,bathrooms,floors,yr_built,price
3,1.0,1.0,1953,3650000.0
3,3.5,2.0,1980,3560000.0
4,1.75,1.0,1950,3800000.0
4,2.25,2.0,1983,5790000.0
2,1.0,1.0,1943,6820000.0
3,1.75,1.0,1968,4990000.0
3,1.0,1.0,1968,3337600.0
4,2.5,2.0,1994,7450000.0
3,1.75,1.0,1968,3800000.0
3,3.0,3.5,2005,4350000.0
3,2.75,1.0,1919,5200000.0
4,2.5,2.0,1988,9650000.0
3,2.25,1.0,1959,2700000.0
5,2.75,1.5,1916,11000000.0
3,1.75,1.0,1964,5775000.0
3,1.75,1.0,1911,6500000.0
4,2.5,2.0,1986,12275000.0
5,4.25,2.0,1980,19000000.0
2,2.0,1.5,1983,4750000.0
3,1.0,1.0,1970,2000000.0
4,2.5,2.0,1997,3970000.0
3,2.0,1.0,1989,3836100.0
4,2.5,2.0,1999,2750000.0
3,2.0,2.0,1910,8400000.0
4,2.5,2.0,1985,3650000.0
3,2.75,2.0,2004,3620000.0
3,1.75,1.0,1956,3500000.0
2,1.75,1.5,1980,2000000.0
4,2.5,1.0,1979,2990000.0
4,1.5,1.0,1966,5550000.0
3,2.25,1.0,1953,13260000.0
5,2.75,1.0,1960,8960000.0
2,1.75,1.0,1950,5500000.0
2,1.0,1.0,1986,3245000.0
3,1.0,1.0,1960,3125000.0
4,3.25,2.0,1990,4850000.0
2,1.0,1.0,1923,5110000.0
2,1.5,2.0,1983,1395000.0
4,2.5,2.0,1989,4640000.0
3,1.75,1.0,1978,2550000.0
4,2.5,2.0,2004,6799750.0
3,2.0,1.0,1964,6248000.0
3,2.75,2.0,1983,9200000.0
3,2.5,1.5,1928,13650000.0
3,1.5,1.0,1964,5100000.0
4,2.25,2.0,1984,2896590.0
4,2.5,2.0,1999,5850000.0
5,3.0,2.0,2004,5550000.0
4,2.75,2.0,1964,9400000.0
3,2.0,1.0,1979,4600000.0
3,2.5,2.0,1978,3190000.0
3,2.5,2.0,2005,2800000.0
3,1.0,1.0,1917,2500000.0
4,2.5,2.0,1990,7499500.0
5,2.5,1.0,1957,4580000.0
3,2.5,2.0,2000,4650000.0
3,1.75,1.0,1977,5800000.0
4,2.5,2.0,1994,7000000.0
4,2.5,2.0,2007,3500000.0
4,1.0,1.0,1977,4560000.0
3,2.0,1.5,1983,2900000.0
4,2.75,1.0,1980,4750000.0
3,2.5,2.0,2005,2850000.0
3,1.0,1.0,1962,3090000.0
4,2.0,2.0,2000,8600000.0
3,2.25,1.0,1979,2190000.0
3,2.5,2.0,1990,5465000.0
2,1.0,1.0,1919,3380000.0
2,1.0,1.0,1942,5050000.0
4,1.75,1.0,1979,3400000.0
3,2.25,2.0,1990,6780000.0
3,1.75,1.0,1969,8000000.0
1,1.0,1.0,1963,1120000.0
3,1.75,1.5,1925,2520000.0
4,2.75,1.0,1979,3350000.0
3,2.0,1.0,1955,6100000.0
3,2.0,1.0,1979,2450000.0
3,1.75,1.0,1972,4935000.0
4,2.25,2.0,1986,5965000.0
3,2.0,1.5,1907,2450000.0
3,1.75,1.0,1977,3335000.0
3,1.0,1.0,1976,3730000.0
4,2.5,2.0,2008,7599000.0
3,2.25,3.0,2007,3170000.0
3,1.5,1.5,1914,6700000.0
2,2.5,2.0,1990,9850000.0
3,1.5,1.0,1983,3100000.0
4,2.5,2.0,1997,7500000.0
3,2.0,2.0,1987,4080000.0
5,3.75,2.0,1998,9000000.0
4,2.25,1.0,1957,4600000.0
4,2.5,1.0,1952,3390000.0
3,2.0,1.0,1909,6600000.0
4,3.0,2.0,1990,4499500.0
3,1.0,1.0,1930,2350000.0
5,2.25,1.0,1964,7690000.0
2,2.0,1.0,2003,4280000.0
3,2.25,2.0,1984,4450000.0
4,2.5,1.0,1974,4620000.0
3,1.0,1.5,1916,7750000.0
4,1.75,1.0,1967,6050000.0
2,1.0,1.0,1946,1935000.0
4,2.5,2.0,1991,3899500.0
4,3.5,2.0,2006,7900000.0
2,1.0,1.0,1918,4420000.0
4,2.25,2.0,1974,8900000.0
3,1.0,1.0,1958,2350000.0
4,1.75,1.0,1959,4950000.0
4,2.5,2.0,2007,6000000.0
3,2.0,1.5,1937,14000000.0
3,2.0,1.0,1967,2510000.0
4,2.25,2.0,1978,4710000.0
4,2.5,2.0,1995,5970000.0
5,3.5,2.0,1985,8040000.0
3,1.75,1.0,1972,3570000.0
3,2.5,2.0,2014,4199900.0
4,2.5,2.0,1987,7250000.0
3,2.5,2.0,2003,2750000.0
3,2.25,1.0,1984,4450000.0
3,2.5,2.0,1995,5100000.0
4,1.0,1.0,1955,3300000.0
3,1.0,1.0,1942,2700000.0
4,2.0,1.0,1941,4950000.0
4,1.75,2.0,1950,2250000.0
3,1.5,1.0,1952,7165280.0
3,2.5,2.0,1991,2600000.0
4,2.5,2.0,1998,4710000.0
5,3.5,2.0,1919,6900000.0
5,1.5,1.5,1937,5480000.0
3,1.0,1.0,1928,5050000.0
3,1.0,1.0,1966,3250000.0
4,2.25,2.0,1980,6820000.0
3,2.25,2.0,1985,6050000.0
2,1.75,1.0,1975,2762000.0
3,1.0,1.5,1906,5300000.0
3,3.0,1.0,1988,2450000.0
4,2.5,2.0,1987,6549500.0
2,1.0,1.0,1939,2219000.0
4,2.0,1.0,1926,4660000.0
3,2.0,1.0,2003,3831500.0
4,1.0,1.0,1924,6571000.0
3,2.0,2.0,1988,5390000.0
6,3.0,1.0,1977,4000000.0
4,2.5,1.0,1931,2150000.0
2,1.0,1.0,1927,4890000.0
4,2.5,2.0,1994,6490000.0
4,1.75,1.0,1953,7000000.0
2,1.0,1.0,1953,2685000.0
3,2.5,2.0,1996,5150000.0
4,2.0,1.0,1978,6850000.0
2,1.5,2.0,2006,3050000.0
4,2.0,1.5,1926,9500000.0
4,2.5,2.0,2006,2925000.0
4,1.75,1.0,1956,2700000.0
4,1.75,1.0,1956,4500000.0
4,1.0,1.5,1920,5350000.0
3,2.5,2.0,2000,5500000.0
3,2.25,2.0,1996,4575000.0
3,1.5,1.0,1962,1365000.0
3,1.5,1.0,1962,2240970.0
3,2.5,2.0,1994,2540000.0
4,2.25,1.0,1963,3350000.0
5,2.5,2.0,2012,5949500.0
3,1.75,1.0,1983,3500000.0
3,1.0,1.0,1970,1699500.0
3,2.5,1.0,1979,4325000.0
2,1.75,2.0,1948,4400000.0
3,2.25,2.0,1985,2337030.0
3,1.5,2.0,1988,3100000.0
3,2.5,2.0,1998,7350000.0
4,2.75,2.0,2014,7300000.0
3,1.75,1.0,1961,2570000.0
2,2.25,3.0,2004,4850000.0
4,2.25,1.0,1959,8990000.0
3,1.0,1.5,1952,2790000.0
4,2.0,1.0,1974,2250000.0
3,1.5,2.0,1913,13550000.0
3,2.5,2.0,2000,3550000.0
4,1.75,1.0,1967,3825000.0
3,2.5,2.0,1992,3243600.0
3,1.75,1.5,1966,3150000.0
2,1.0,2.0,1951,4260000.0
5,2.5,2.0,2003,3950000.0
3,1.0,1.5,1922,2126440.0
3,3.0,2.0,1947,5100000.0
2,1.0,1.0,1939,850000.0
2,1.0,1.0,1939,2350000.0
4,2.5,2.0,2001,2950000.0
3,2.5,1.5,1910,7200010.0
3,1.0,1.0,1940,3139500.0
3,1.0,1.0,1940,4150000.0
3,1.75,1.0,1981,3050000.0
3,1.5,1.5,1906,6250000.0
3,1.0,1.0,1961,4900000.0
3,2.0,2.0,1987,2699500.0
5,4.0,2.0,1949,27000000.0
4,3.0,2.5,1900,8290000.0
4,2.5,1.0,1987,6350000.0
3,1.0,1.0,1959,2175000.0
4,1.75,1.0,1965,2700000.0
3,3.0,2.0,1947,12450000.0
4,2.5,2.0,2007,4800000.0
3,1.75,1.0,1954,5750000.0
4,2.75,2.0,2001,4269500.0
3,1.0,1.0,1960,1250000.0
3,1.0,1.0,1960,2080000.0
4,2.0,1.0,1976,3250000.0
7,4.0,1.0,1960,5971570.0
4,2.5,2.5,2006,7287250.0
5,2.0,1.0,1968,7080000.0
4,3.0,2.0,2005,13000000.0
3,1.0,1.0,1977,4050000.0
4,2.75,1.5,1945,5500000.0
4,2.5,2.0,2006,4510000.0
5,3.75,2.0,2014,5405000.0
5,3.5,2.0,2001,10250000.0
4,1.0,1.0,1963,2180000.0
4,2.25,1.0,1974,5620000.0
4,2.5,2.0,1977,4015000.0
2,1.0,1.0,1954,1967000.0
3,1.75,1.0,1975,5830000.0
5,2.5,1.0,1974,3099000.0
4,3.0,2.0,1995,4850000.0
3,1.0,1.0,1926,4650000.0
4,2.25,2.0,1984,5950000.0
3,1.0,1.0,1958,2540000.0
3,2.75,2.0,1994,4885000.0
4,2.5,2.0,1977,2600000.0
2,1.0,1.0,1944,1660000.0
2,1.5,1.0,1923,4400000.0
3,2.0,2.0,1943,3750000.0
2,1.0,1.0,1944,5295000.0
2,1.0,1.0,1934,3380000.0
3,2.25,1.0,1986,3356200.0
4,2.25,1.0,1978,4640000.0
2,1.0,1.0,1925,3540000.0
4,3.5,2.0,1998,6010000.0
3,2.25,1.0,1979,2850000.0
2,2.0,2.0,1906,4625000.0
4,2.5,2.0,1989,3500000.0
4,1.0,1.0,1972,3290000.0
4,2.5,1.0,1984,3125000.0
4,2.5,2.0,2001,3700000.0
3,1.75,1.0,1979,3999000.0
3,1.0,1.5,1925,3980000.0
2,1.5,1.0,1909,5505000.0
3,2.75,1.5,1913,7090000.0
5,2.75,1.0,1965,4020000.0
3,1.5,1.0,1952,4500000.0
3,2.25,1.0,1961,5240000.0
4,2.75,1.0,1989,8000000.0
4,1.0,1.0,1966,1850000.0
4,1.0,1.0,1966,3650000.0
4,2.5,2.0,1989,9250000.0
3,1.75,1.0,1968,7140000.0
3,2.0,1.0,1972,4950000.0
3,2.25,1.0,1990,5350000.0
4,2.5,1.0,1953,8800000.0
3,1.5,1.0,1949,1500000.0
3,2.25,1.0,1972,5545000.0
3,1.75,1.5,1916,5200000.0
4,2.75,2.0,2014,8399900.0
3,2.5,2.0,2003,5000000.0
2,1.0,1.5,1936,3050000.0
3,2.5,2.0,2003,2478000.0
4,2.5,2.0,2000,3442000.0
4,2.5,2.0,2003,4599500.0
4,1.75,1.0,1967,2299000.0
4,2.25,1.0,1974,7500000.0
4,2.5,1.0,1983,5090000.0
4,1.0,1.0,1956,6800000.0
5,2.5,1.0,1977,6615000.0
2,1.0,3.0,2000,3700000.0
4,2.75,1.0,1978,7850000.0
2,1.0,1.0,1952,3550000.0
4,2.0,1.0,1951,4460000.0
5,3.5,2.0,1996,8300000.0
3,2.5,2.0,1990,3240000.0
4,2.25,2.0,1981,5000000.0
3,1.0,1.0,1951,7450000.0
4,2.5,2.0,1921,11970000.0
2,2.5,1.0,1988,3850000.0
3,2.25,1.0,1958,5650000.0
4,2.5,1.0,1979,4650000.0
3,3.25,3.0,2001,4010000.0
3,1.75,1.0,1978,3850000.0
3,2.5,2.0,1989,3950000.0
5,1.5,1.5,1946,2450000.0
3,2.0,1.0,1994,5000000.0
5,1.75,1.0,1979,3340000.0
3,1.0,1.0,1953,5500000.0
3,1.0,1.0,1961,2160000.0
3,2.5,3.0,1928,3405000.0
4,2.25,2.0,1975,3750000.0
3,2.75,1.0,1966,6000000.0
4,1.75,1.0,1960,3750000.0
4,1.75,1.5,1926,5365000.0
3,3.0,2.0,1984,5999000.0
2,1.5,1.0,1904,7500000.0
3,1.0,1.0,1955,3550000.0
3,2.0,1.0,1947,5900000.0
2,1.0,1.0,1946,6800000.0
3,2.5,2.0,1994,4290000.0
2,1.0,1.0,1909,5810000.0
3,1.5,1.0,1968,4638000.0
5,5.5,2.0,2001,29830000.0
5,1.75,1.5,1902,4430000.0
3,2.5,1.0,1986,2762000.0
5,3.5,2.0,2001,6300000.0
3,1.75,2.0,1927,5700000.0
4,2.25,2.0,1929,9797000.0
4,2.5,1.5,1921,7300000.0
5,2.25,1.0,1963,2684500.0
3,1.75,1.0,1962,4900000.0
3,2.5,1.0,1957,8080000.0
3,1.0,1.0,1969,3500000.0
4,1.75,1.0,1957,6950000.0
4,2.5,2.0,1991,12280000.0
1,1.0,1.5,1950,3099500.0
3,1.0,1.0,1942,1340000.0
4,2.5,2.0,1988,6455000.0
3,2.0,1.5,1927,7500000.0
3,2.5,2.0,1967,13990000.0
4,1.75,1.0,1955,3449000.0
2,3.25,3.0,2001,6014500.0
4,2.0,2.0,1909,5750000.0
3,1.75,1.0,1962,4050000.0
4,2.75,2.0,1999,5180000.0
2,1.0,1.0,1947,2650000.0
3,1.0,1.0,1969,1800000.0
3,2.5,2.0,1985,2850000.0
3,2.75,1.0,1954,4330000.0
3,1.75,1.0,1977,3990000.0
3,2.5,2.0,1966,5650000.0
3,1.5,1.0,1966,4065000.0
4,1.75,1.0,1955,4200000.0
4,3.5,1.5,1906,9650000.0
4,3.5,2.0,1996,13750000.0
5,2.25,2.0,1982,3539500.0
5,3.25,2.0,1996,8477000.0
5,1.0,1.5,1942,1850000.0
2,1.5,1.0,1923,2690000.0
3,1.75,1.0,1976,4228000.0
2,1.0,1.0,1947,3799500.0
3,2.0,1.0,1969,5250000.0
4,3.5,2.0,2006,8100000.0
4,1.0,1.0,1962,2099500.0
3,2.0,2.0,2003,4399500.0
4,2.0,1.0,1965,5548200.0
4,2.5,2.0,2002,3590000.0
3,1.0,1.0,1941,2425000.0
3,1.75,1.0,1954,3300000.0
3,2.25,2.0,1979,7400000.0
5,1.0,2.0,1901,6300000.0
3,1.75,1.0,1941,7500000.0
4,2.5,2.0,1999,6950000.0
2,0.5,1.0,1941,1090000.0
3,1.5,1.0,1961,3890000.0
2,1.0,1.0,1924,4470000.0
3,2.0,1.0,1955,12000000.0
3,1.75,1.0,1977,3150000.0
3,2.5,2.0,1988,6400000.0
3,2.25,2.0,1984,5700000.0
3,2.75,2.0,1997,4950000.0
5,2.75,1.0,1969,4495000.0
4,2.75,2.0,1943,10845000.0
2,1.0,1.0,1952,2949500.0
3,1.0,1.0,1960,1705000.0
4,1.0,1.5,1926,3120000.0
3,2.5,1.0,1992,3500000.0
4,2.5,2.0,1989,6900000.0
4,2.5,2.0,1999,3750000.0
4,2.5,2.0,1987,5750000.0
4,2.25,1.0,1978,6460000.0
3,2.5,2.0,1974,2399500.0
5,2.5,1.5,1929,4000000.0
4,1.75,1.0,1958,4550000.0
3,2.0,1.0,1990,2400000.0
4,4.0,2.0,1939,34000000.0
3,2.0,1.5,1922,6950000.0
2,1.0,1.0,1942,3049500.0
3,1.75,1.0,1914,6500000.0
3,1.75,2.0,1995,4025000.0
3,2.5,2.0,1998,4820000.0
3,2.0,1.0,1923,6550000.0
5,2.75,2.0,1951,5770000.0
3,2.5,2.0,1986,3500000.0
4,2.25,1.0,1970,4150000.0
4,2.5,2.0,1983,3964000.0
3,2.5,2.0,2000,6543000.0
4,2.5,2.0,2004,7749500.0
4,2.0,2.0,1925,8550000.0
3,2.5,2.0,1918,11450000.0
2,2.5,2.0,2007,3300000.0
4,2.25,1.0,1959,2900000.0
3,3.0,1.5,2008,5195000.0
3,1.75,1.0,1977,4500000.0
3,3.5,2.0,1993,31200000.0
3,1.0,1.5,1928,2650000.0
4,2.5,2.0,1990,3590000.0
4,3.75,2.0,2012,20000000.0
4,2.5,1.0,1985,10500000.0
2,1.0,1.0,1946,4025000.0
3,1.75,1.0,1957,4500000.0
5,2.25,1.0,1980,2625000.0
4,2.25,2.0,1979,2850000.0
3,2.5,2.0,2005,2900000.0
2,2.5,1.0,2005,7525000.0
4,2.75,2.0,1998,8200000.0
3,2.5,2.0,1999,2920000.0
2,1.0,1.0,1937,2130000.0
4,3.0,2.0,1942,4000000.0
1,0.75,1.0,1944,2020000.0
1,0.0,1.0,1948,4840000.0
3,2.0,1.0,1981,6174500.0
3,1.0,1.0,1956,2500000.0
5,1.75,1.0,1963,4050000.0
2,1.0,1.0,1951,3250000.0
3,3.0,1.0,1954,3013500.0
2,1.75,1.0,1940,4250000.0
3,1.0,1.0,1954,4600000.0
3,2.5,2.0,1992,9380000.0
3,1.75,1.0,1985,3480000.0
2,1.0,1.5,1926,4350000.0
3,1.5,1.0,1963,2279500.0
2,1.0,1.0,1948,4250000.0
3,2.0,1.5,1925,5500000.0
3,2.5,2.0,1992,3475000.0
4,1.75,1.0,1959,3970000.0
4,1.75,1.0,1969,4100000.0
3,3.5,2.0,1998,7800000.0
4,3.25,1.5,1925,13500000.0
3,2.25,2.0,2004,4760000.0
3,1.75,1.0,1967,3900000.0
3,2.0,1.0,1968,2265000.0
3,2.0,2.0,1984,4950000.0
5,3.25,1.0,1968,15000000.0
3,1.0,1.0,1950,3850000.0
3,2.5,2.0,2003,5359500.0
4,2.5,2.5,1989,9100000.0
2,1.0,1.0,1926,4650000.0
3,1.75,1.0,1983,4950000.0
4,2.0,1.5,1920,2500000.0
4,2.25,2.0,1928,12250000.0
4,2.25,2.0,1973,4000000.0
4,2.5,2.0,1987,7150000.0
3,2.0,1.0,1992,3420000.0
4,1.75,1.0,1967,4200000.0
3,1.0,1.0,1968,1482260.0
3,1.0,1.0,1968,3130000.0
3,1.0,1.0,1959,1500000.0
2,1.0,1.0,1954,1500000.0
2,1.0,1.0,1958,2300000.0
2,1.0,1.0,1948,3891000.0
4,2.25,1.0,1974,6450000.0
3,1.0,1.0,1958,3100000.0
2,1.75,2.0,2014,3513580.0
5,2.75,2.0,2014,17000000.0
4,3.5,2.0,2002,15650000.0
3,2.0,2.0,1900,8500000.0
4,2.5,2.0,1991,4700000.0
3,2.25,3.0,2008,7700000.0
3,1.75,1.0,1977,3660000.0
3,2.5,2.0,1987,5450000.0
3,1.0,1.0,1968,2050000.0
2,1.0,1.0,1948,4050000.0
4,2.5,1.0,1973,4670000.0
2,1.0,1.0,1909,3925000.0
4,2.75,1.5,1973,9010000.0
3,1.75,1.0,1972,5000000.0
3,2.5,2.0,2000,3849500.0
4,3.5,2.0,2006,17000000.0
2,1.0,1.0,1948,2450000.0
4,2.25,2.0,1968,11650000.0
3,1.5,2.0,1983,1845000.0
2,2.0,1.5,1986,2690000.0
3,2.5,2.0,1998,5700000.0
4,1.75,1.0,1961,8500000.0
3,1.0,1.0,1969,2090000.0
4,1.75,1.0,1933,3270000.0
3,1.5,1.0,1961,3695000.0
3,1.75,1.0,1976,4400000.0
4,2.25,1.5,1968,9475000.0
2,1.0,1.5,1919,5100000.0
3,2.0,1.0,1941,3850000.0
5,3.0,1.0,1990,3700000.0
4,1.5,1.5,1922,6600000.0
3,4.25,2.0,1976,7290000.0
3,1.75,2.0,1979,4400000.0
4,2.5,1.0,2000,4450000.0
2,1.0,1.0,1938,4600000.0
3,3.0,1.0,1971,5160000.0
4,2.5,2.0,2002,3438880.0
4,1.75,1.5,1965,5000000.0
5,1.75,1.0,1958,4650000.0
5,2.25,2.0,1986,3020000.0
2,1.0,1.0,1913,1950000.0
3,2.5,2.0,1991,6400000.0
6,2.5,1.0,1977,5020000.0
3,2.5,2.0,1998,3600000.0
4,2.5,2.0,2003,2905000.0
4,3.0,2.0,2006,2480000.0
4,2.5,2.0,2001,4330000.0
2,1.0,1.0,1980,4800000.0
3,1.0,1.0,1957,4100000.0
4,2.75,2.0,2006,3099500.0
3,2.0,1.0,1990,2530000.0
3,1.75,1.0,1971,2800000.0
3,1.0,1.0,1958,4400000.0
5,1.75,1.0,1954,3330000.0
3,2.5,2.0,2002,7599500.0
3,2.25,2.0,1979,3450000.0
4,2.5,2.0,2007,3500000.0
2,1.0,1.0,1951,1980000.0
3,1.75,1.0,1952,7300000.0
3,1.5,1.0,1966,2662000.0
4,2.5,2.0,1967,10600000.0
2,1.0,1.0,1948,950000.0
3,1.75,1.0,1981,4300000.0
4,2.25,2.0,1973,6500000.0
3,2.5,2.0,2004,3799000.0
2,1.5,2.0,2004,3250000.0
4,2.25,1.0,1958,4550000.0
4,3.75,1.5,1917,3920000.0
3,1.75,1.0,1976,3730000.0
5,3.0,1.0,1953,9512500.0
3,2.0,1.0,1955,5020000.0
3,2.0,1.0,2000,3625000.0
2,1.0,1.0,1924,5250000.0
4,2.5,1.0,1977,5800000.0
3,2.25,1.0,1985,2780000.0
2,1.0,1.0,1923,4225000.0
4,2.0,1.0,1900,7832000.0
4,2.5,2.0,2003,7150000.0
3,2.5,2.0,2014,4722170.0
3,2.5,2.0,1999,2446150.0
3,1.75,1.0,1944,3850000.0
3,1.0,1.0,1943,5499950.0
4,3.75,2.0,2004,9599000.0
6,4.5,2.0,1980,5100000.0
3,1.75,1.0,1965,3670000.0
5,3.0,2.0,1990,3750000.0
2,2.25,3.0,2007,5000000.0
2,2.25,3.0,2007,4890000.0
3,2.0,2.0,2000,3400000.0
3,1.75,1.0,1957,5620000.0
3,2.5,2.0,2002,4899500.0
3,2.25,1.0,1968,6520000.0
4,3.25,2.0,1999,4720000.0
4,2.5,1.0,1963,3330000.0
3,1.5,1.0,1953,5600000.0
4,3.5,2.0,1990,7990000.0
5,2.25,2.0,1979,8600000.0
4,2.5,2.0,1989,4495000.0
4,3.0,2.0,1991,6925000.0
4,1.75,1.0,1976,9250000.0
3,2.25,1.5,2003,2675000.0
4,2.5,2.0,2010,3968000.0
4,1.5,1.0,1969,2200000.0
3,1.75,1.0,1959,8925000.0
3,2.0,1.0,1975,4555000.0
3,1.75,1.0,1961,7430000.0
4,1.5,1.0,1951,3380000.0
3,1.75,1.0,1978,3320000.0
3,1.0,1.5,1918,5632250.0
4,3.5,2.0,1990,11500000.0
2,1.0,1.0,1920,6450000.0
3,2.5,2.0,1981,7390000.0
3,2.5,2.0,1993,4350000.0
3,2.25,2.0,1914,9950000.0
4,2.75,1.0,1986,5200000.0
4,2.5,2.0,1987,4000000.0
3,1.75,1.0,1978,4400000.0
3,1.5,1.0,1946,4400000.0
3,1.0,1.0,1921,7380000.0
3,1.5,1.0,1963,2500000.0
4,2.25,2.0,1992,3381500.0
3,2.25,1.0,1979,4250000.0
4,2.5,2.0,1999,8830000.0
3,2.0,1.5,1983,5100000.0
4,1.75,1.0,1962,9500000.0
3,1.0,1.0,1955,4350000.0
5,1.5,1.0,1961,4150000.0
2,2.5,2.0,2004,4390000.0
5,1.0,1.0,1955,2958320.0
3,1.75,1.0,1967,2850000.0
3,1.5,1.0,1962,3500000.0
2,2.75,2.0,2006,4890000.0
3,2.25,1.0,1974,3045000.0
3,1.5,1.0,1968,2880000.0
3,1.75,1.0,1980,4170000.0
3,3.0,2.0,2005,6150000.0
5,3.5,2.0,2004,7300000.0
2,1.0,1.0,1978,1785000.0
4,2.0,1.0,1965,3000000.0
4,2.5,1.0,1955,4150000.0
3,1.75,1.0,1959,4525000.0
4,2.75,1.0,2005,10100000.0
4,2.5,2.0,1989,6530000.0
4,2.25,1.0,1941,7150000.0
3,1.75,1.5,1927,5410000.0
4,1.5,1.5,1960,2450000.0
2,1.0,1.5,1922,5470000.0
5,2.75,1.0,1976,7500000.0
5,2.5,1.0,1959,5750000.0
3,1.75,1.0,1984,2160000.0
3,1.75,1.0,1916,4430000.0
4,2.25,2.0,1986,2577000.0
3,1.0,1.0,1978,2780000.0
3,2.5,2.0,2003,3000000.0
3,2.5,2.0,1995,2691000.0
3,1.0,1.5,1929,4025000.0
2,1.5,2.0,1981,3068880.0
4,2.5,2.0,1978,7950000.0
4,2.5,2.0,2003,5250000.0
3,2.5,2.0,1988,10500000.0
2,1.0,1.0,1938,4520000.0
3,2.25,2.0,2000,3500000.0
4,2.5,2.0,2007,4100000.0
3,1.75,1.5,1905,5950000.0
3,2.5,2.0,2004,4990000.0
4,2.5,2.0,2001,3400000.0
5,3.25,2.0,2001,10650000.0
4,3.0,2.0,1991,4600000.0
4,2.5,2.0,2011,3450000.0
3,2.25,2.0,1990,2805000.0
3,1.0,1.5,1926,7040000.0
3,2.5,2.0,1990,5450000.0
3,1.5,1.0,1962,3350000.0
4,3.0,1.0,1988,13250000.0
3,2.75,1.0,1965,4200000.0
4,2.0,1.0,1937,7050000.0
4,1.75,1.0,1990,2749000.0
4,2.5,2.0,2004,4999500.0
3,1.5,1.0,1953,4152500.0
3,1.0,1.0,1958,2220000.0
3,2.0,1.0,1980,3750000.0
3,2.5,2.0,1995,3000000.0
3,1.75,1.0,1920,4567000.0
3,2.75,1.5,1915,9255000.0
5,2.5,1.0,1975,3750000.0
3,2.5,2.0,1993,4200000.0
3,2.5,2.0,2004,5750000.0
3,2.0,1.0,1915,3350000.0
4,2.0,1.0,1958,4280000.0
4,2.5,1.0,1977,6550000.0
3,3.0,2.0,2006,7380000.0
5,1.75,1.0,1965,4150000.0
3,1.0,1.0,1945,3920000.0
2,1.0,1.0,1941,5550000.0
3,2.5,2.0,2005,2600000.0
3,1.0,1.5,1940,3925000.0
3,2.5,2.0,1993,9120000.0
2,1.0,1.0,1943,1350000.0
3,2.75,1.0,1978,5000000.0
3,1.5,1.0,1975,2380000.0
4,2.0,1.0,1972,2510000.0
2,1.75,2.0,1978,4065000.0
4,2.25,2.0,1988,4334950.0
3,2.25,1.0,1985,2650000.0
3,1.75,1.0,1957,3600000.0
4,1.0,1.0,1955,4250000.0
2,2.75,1.0,1968,4500000.0
3,1.75,1.0,1954,4499000.0
4,2.5,2.0,2004,3450000.0
4,2.0,1.0,1967,6125000.0
3,1.75,1.0,1977,3170000.0
3,1.5,1.5,1929,5850000.0
3,1.75,1.0,1981,4550000.0
4,4.0,2.0,1991,10350000.0
4,2.25,2.0,1968,4970000.0
3,1.75,1.0,1992,2267500.0
4,2.0,1.0,1950,3850000.0
3,0.75,1.0,1948,2050000.0
4,2.5,2.0,1989,7450000.0
4,2.5,2.0,2005,3710000.0
4,2.5,2.0,1991,5450000.0
3,1.0,1.5,1931,4430000.0
2,1.0,1.0,1951,2870000.0
3,1.0,1.0,1983,1940000.0
3,1.0,1.0,1957,2650000.0
4,2.75,1.0,1963,11350000.0
4,3.25,2.0,1987,6999500.0
4,1.0,1.5,1950,4330000.0
2,1.75,1.0,2003,2000000.0
3,1.5,1.0,1968,2895710.0
4,2.75,1.0,1967,4400000.0
3,1.5,1.0,1960,4000000.0
4,2.5,2.0,1962,5890000.0
5,2.25,2.0,1986,8500000.0
3,1.0,1.5,1903,5200000.0
2,2.25,2.0,2000,5550000.0
3,2.5,2.0,2004,4700000.0
2,1.5,2.0,1990,2070000.0
4,2.75,1.0,1976,3797500.0
4,1.75,1.0,1950,7090000.0
3,2.5,1.0,1993,2400000.0
4,1.5,1.0,1953,4455000.0
5,2.5,1.0,1959,13080000.0
3,1.5,1.0,1959,2100000.0
4,2.5,2.0,1999,6030000.0
3,2.5,2.0,1987,7200000.0
2,1.0,1.5,1947,920000.0
3,1.75,2.0,1901,6000000.0
4,2.5,1.0,1948,7250000.0
5,2.25,1.0,1961,4099500.0
3,2.5,2.0,1989,5150000.0
4,2.5,1.0,1968,4950000.0
4,2.25,2.0,1973,9980000.0
3,1.75,1.0,1986,6300000.0
3,1.75,1.0,1972,4100000.0
3,2.25,1.0,1979,6020000.0
4,2.75,1.0,1980,7500000.0
4,3.0,2.5,1991,7116000.0
4,4.0,2.0,2006,10500000.0
3,2.5,2.0,1981,7005000.0
4,2.5,2.0,1991,7100000.0
3,2.0,1.0,1985,2500000.0
4,1.75,1.0,1964,3500000.0
7,3.5,1.0,1961,4750000.0
2,1.0,1.0,1920,2000000.0
4,2.25,1.0,1972,4500000.0
5,2.5,2.0,2005,3160000.0
1,1.0,1.0,1920,3100000.0
3,1.5,1.0,1970,3920000.0
3,3.25,3.0,2000,5210000.0
2,2.0,1.0,1949,4950000.0
3,1.75,1.0,1967,2090000.0
4,2.0,1.5,1959,8099500.0
2,1.75,1.0,1950,4000000.0
4,2.5,1.0,1980,4150000.0
4,2.0,2.0,1978,4110000.0
2,2.0,1.0,1926,8250000.0
3,2.25,3.0,2008,4360000.0
4,2.5,2.0,1991,4600000.0
